Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,Service Classification
38,71,1.9,71,67,89,77,0.88,38,FullCongoBuy_servoce,Bronze
42.7,67,7.6,68,67,89,72,2.3,41,NetworkNode,Bronze
511.25,77,4.7,78,73,89,84,269.25,91,AmbitServiceService,Platinum
154,90,23.9,97,73,78,80,9,9,MailServicePort,Silver
66,83,25.1,84,73,78,80,3,3,IAAUtilities,Bronze
152,96,24.2,99,73,78,80,12,5,MailServicePort,Silver
95,83,24.1,84,73,78,80,3,12,IAAUtilities,Bronze
111.67,85,7.4,95,73,78,84,9,3,newcpgseekService,Bronze
506.85,21,6.3,21,60,78,74,6.2,59,tbapi,Platinum
248.31,12,7.3,12,53,78,71,9.46,66,tbapi,Gold
253.83,13,7,13,67,89,84,5.92,64,tbapi,Gold
84,94,21.6,98,50,89,77,1,4,clover,Bronze
84,95,22.4,99,50,89,77,1,2,clover,Bronze
76,98,23.4,99,50,89,77,2,5,clover,Bronze
86,98,20.7,100,50,89,77,3,5,clover,Bronze
79,83,22.7,84,50,89,80,4,7,PublicCalendar,Bronze
193.67,99,12.3,100,73,100,80,1.23,32,Settings,Silver
298.83,46,7.7,46,83,89,91,114,91,Sample,Gold
166.43,65,2,66,80,89,87,10.93,60,Registre,Silver
659.5,97,4.7,99,73,100,87,2,6,Query,Platinum
149,96,24.2,99,89,78,93,1.5,7,XigniteEmerging,Silver
165,92,25.6,97,89,78,93,1,11,XigniteEmerging,Silver
147,94,27,98,89,78,93,3,9,XigniteEmerging,Silver
211.57,89,4,96,83,78,91,15.93,7,XigniteEmerging,Silver
146.43,98,1.9,99,83,78,91,1.5,6,XigniteEmerging,Silver
190,98,3.7,99,89,78,93,17.75,6,XigniteEmerging,Silver
181.42,85,2.5,95,89,78,93,2.59,8,XigniteEmerging,Silver
180,83,13.5,84,73,78,84,7,9,SWGCraftAPI,Silver
163,83,20.4,84,73,78,84,5,10,SWGCraftAPI,Silver
427.2,96,4.2,99,73,78,80,116.8,7,XigniteEmerging,Platinum
165,100,4.5,100,73,78,80,17.8,1,XigniteEmerging,Silver
140,89,7,96,73,78,84,9.67,5,newcpgseekService,Bronze
41,83,24,84,60,89,74,3,65,MobileTextMessaging,Bronze
352.4,55,4.9,56,67,78,77,76.78,87,jobsService,Platinum
240.3,56,1.3,57,60,78,79,8.5,9,CurrencyConvertor,Gold
178.5,72,13.2,72,67,89,85,8,5,Zip2Geo,Silver
213,96,17.1,99,73,78,62,108,2,getMapwsdl,Silver
393.25,78,7.5,78,67,89,72,62.75,11,ARSA,Platinum
169.75,69,8.1,70,60,78,74,11.75,34,Shipment,Silver
323,83,23.9,84,83,89,91,9,67,bananaService,Gold
255.08,12,8.1,13,53,78,71,6.34,62,tbapi,Gold
975.9,59,2.7,60,67,89,77,372.67,66,pepwindowService,Platinum
2440.33,71,1.1,72,67,78,77,1883.33,6,LeagueService,Platinum
166,86,25.7,95,73,89,62,100,89,XigniteReleases,Silver
352,83,11.6,84,73,89,62,156,86,XigniteReleases,Platinum
59,88,28.6,96,73,89,62,2,93,AddressFinder,Bronze
173,91,24.1,97,73,89,62,102,96,XigniteReleases,Silver
424.83,46,3.7,46,73,89,84,20.83,8,ciselniky,Platinum
327,72,4.4,72,67,89,72,14,34,ciselniky,Gold
500.75,56,4.7,57,73,89,75,84.75,11,extractseqService,Platinum
408.21,56,5,58,73,78,80,121.46,89,RNetService_v1,Platinum
57,86,40.1,95,73,100,84,1,10,BasicAddressMatch,Bronze
872.12,89,5.6,96,73,78,80,5.74,87,MSN,Platinum
200,78,9.6,78,73,89,80,81.5,37,biosedService,Silver
308.88,18,6,19,60,100,74,4.13,2,DOTSFastTax,Gold
90,83,21.8,84,78,89,89,3,59,_Get,Bronze
91,83,25.8,84,78,89,89,3,64,BibShareSearchEngine,Bronze
523.75,94,6.9,95,73,100,80,64.5,94,BCHService,Platinum
126,97,31.5,99,58,100,75,14,62,RsvmService,Bronze
249,85,24.9,95,83,89,91,1,3,NBPRates,Gold
278.75,86,9.2,95,83,89,91,1.75,1,ProDA_WebServices,Gold
276.5,94,9.3,98,83,89,91,3,9,DataTypes,Gold
244,86,26.7,95,83,100,91,2,9,ProfileSettingsService,Gold
124.33,85,7.5,95,73,78,84,11,10,newcpgseekService,Bronze
325.97,12,3.5,13,67,78,72,25.23,40,ReviewRequestManager,Gold
561.5,91,6.4,91,73,78,62,319,90,Servicio_ganaderos,Platinum
272.3,35,2.7,35,73,67,84,2.8,8,ProductActivation,Gold
64.64,32,9.2,32,67,89,77,30,3,nucleic_cpg_islands__newcpgseekService,Bronze
319.25,89,2.6,96,73,100,80,99.5,10,XPIWS,Gold
420.33,100,3.3,100,73,100,80,131.66,8,Source_x0020_Code_x0020_Community_x0020_WebService,Platinum
264,94,0.4,98,73,100,80,13,11,zbozi,Gold
299,90,14.9,96,73,100,80,109.5,9,MNOAccessService,Gold
322,91,19.6,97,73,100,80,109,10,cuspService,Gold
379.5,88,14.8,96,73,100,80,137.5,7,IKtoPruefservice,Platinum
322,95,21.8,98,73,100,80,132,12,pinger,Gold
329.5,91,16.3,97,73,100,80,128.5,5,SessionService1,Gold
292,100,9.3,100,73,100,80,111,7,extractseqService,Gold
237,97,20.7,99,73,100,80,35,9,SMS_Service,Gold
429.38,20,1,21,42,78,72,141,3,StockQuoteServiceService,Platinum
423.7,67,4.8,67,80,67,87,36.4,10,SoapGO,Platinum
378.5,34,5.1,35,83,89,91,3.8,7,fdiscbootService,Platinum
2697.14,89,1.4,96,67,78,82,26.28,3,RouteCalSrv2Service,Platinum
132.5,90,2.3,97,73,78,62,18,86,prophetService,Bronze
109.6,99,19.3,100,73,78,62,1,94,ExPtLinkSampleService,Bronze
4758,98,2.4,100,73,89,62,48,34,biosedService,Platinum
92.59,91,17.4,97,72,78,86,1.35,1,embossversionService,Bronze
103.67,97,4.7,99,73,100,75,2,96,ProductActivation,Bronze
103.25,97,1.2,99,80,78,87,39,89,TaxonomyManager,Bronze
193.6,67,3.4,67,73,89,84,23.4,40,CoolWSFromITM,Silver
137.25,92,2.7,97,73,100,84,17.75,12,EditService,Bronze
155,72,15,72,89,78,95,3,2,noreturnService,Silver
139.5,85,23.2,95,83,89,91,19,40,FlightRouteAggregatorService,Bronze
645,86,8,86,73,89,80,86.5,64,Tools,Platinum
145.36,33,3.2,34,67,78,72,2.65,7,Postcode_x0020_Finder,Silver
155,83,21.3,84,80,78,87,5,10,WSWUBlastService,Silver
269.5,86,11.8,95,73,89,62,62.5,32,biosedService,Gold
135,83,29.7,84,80,100,72,2,57,primersearchService,Bronze
281,83,19.4,84,80,100,72,4,58,primersearchService,Gold
831.36,64,2,65,80,67,87,95.36,7,Order,Platinum
161,72,14,72,83,89,91,5,11,AppointmentServices,Silver
160.5,86,17.2,86,73,89,84,3,6,TwsLoan,Silver
251.5,78,8.5,78,73,78,84,161.75,36,OA_DGV,Gold
1326.5,86,6.8,86,73,78,84,41,32,ServicioNomenclator,Platinum
189,83,27.6,84,78,89,89,1,58,AreasAndVolumes,Silver
263,83,13.2,84,67,100,82,104,7,pinger,Gold
225,85,22.9,95,73,100,80,109,4,Curs,Silver
363,63,8.4,63,67,89,72,43.67,6,eSynapsFeed,Platinum
687,94,15.6,98,73,100,84,200,38,cuspService,Platinum
337,83,19.7,84,60,89,69,9,10,SignatureVerification,Gold
418.6,99,4.7,100,73,89,62,1.4,6,CBRFSearchSystem,Platinum
190.07,95,9.8,98,33,78,59,21.83,11,retsinfoService,Silver
320,91,23.3,97,73,89,62,237,6,OddFactWebService,Gold
184.67,73,2.7,74,73,89,80,40.84,93,HelloWorld,Silver
175,86,15.1,86,67,89,77,47.5,90,Service1,Silver
215.5,78,6.9,79,73,89,84,79,95,GetPersonInfoService,Silver
295.67,73,4,74,73,89,80,152.17,95,interopLabEchoHeader,Gold
226,78,7.9,78,73,89,84,65.25,90,PT_progetti,Silver
229.75,86,10.1,95,73,89,84,87.75,90,roconService,Gold
240.25,78,9.1,79,73,89,80,2.25,10,infoseqService,Gold
83,92,24.8,97,73,78,84,10.6,9,DailyDilbert,Bronze
668.75,79,2.6,79,73,67,80,35.75,5,SwissCities,Platinum
151.5,90,12.6,96,67,100,82,1,90,ASPNNewsFeeds,Silver
199,96,13.5,99,73,100,84,36,86,K4TAirFaresWS,Silver
147.33,99,13,100,73,100,84,1,57,sigcleaveService,Silver
143.25,79,1.8,79,73,78,84,78,6,Servicio_medio_ambiente,Silver
146.5,86,10.7,86,73,78,84,75,7,ProfileSettingsService,Silver
704,83,15.5,84,89,100,93,8,65,XigniteRealTime,Platinum
61.5,72,16.1,72,73,67,84,6,86,FpMLConversion,Bronze
368,90,12.2,97,60,78,74,14.2,10,DOTSContactValidation,Platinum
82,90,18.9,97,73,89,62,1,2,pbx,Bronze
346.5,86,16.9,86,73,89,84,270,93,ContactClean,Gold
424.57,50,1.7,51,73,89,80,328.57,88,tcodeService,Platinum
142,97,20.8,99,73,100,84,2,41,geeceeService,Bronze
501.79,28,4.8,28,73,67,80,88.36,40,PassportService,Platinum
382.71,27,5.7,28,73,89,80,62.92,36,GeoIPService,Platinum
2911.29,17,1.4,18,67,89,72,17.04,94,WarrantyClaimWebService,Platinum
133.5,90,5.4,97,73,100,80,20,59,seqmatchallService,Bronze
114.83,89,18.5,96,73,100,80,31.66,66,Query,Bronze
317,95,23.8,98,73,100,80,22,7,geographyRequests,Gold
331,91,23.2,97,73,100,80,22,3,geographyRequests,Gold
323,90,23.5,97,73,100,80,23,3,geographyRequests,Gold
322,89,23.2,96,73,100,80,22,7,geographyRequests,Gold
333,99,23.2,100,73,100,80,19,1,geographyRequests,Gold
300,88,28,96,73,100,80,14,8,geographyRequests,Gold
314,90,24.6,97,73,100,80,21,6,geographyRequests,Gold
344,95,23.2,98,73,100,80,18,5,geographyRequests,Gold
331,85,25,95,73,100,80,19,3,geographyRequests,Gold
309,96,23.5,99,73,100,80,22,10,geographyRequests,Gold
298,88,27.4,96,73,100,80,14,11,geographyRequests,Gold
341,100,23.6,100,73,100,80,20,3,geographyRequests,Gold
293,99,27.8,100,73,100,80,13,5,geographyRequests,Gold
331,87,20.4,95,73,100,80,46,7,geographyRequests,Gold
329,98,23.9,99,73,100,80,20,7,geographyRequests,Gold
324,86,23.1,95,73,100,80,21,2,geographyRequests,Gold
300,94,27.2,98,73,100,80,14,9,geographyRequests,Gold
119.5,71,15.8,72,73,89,84,61,2,Registre,Bronze
371.45,19,1.1,20,42,78,72,61.07,7,StockQuoteServiceService,Platinum
224,75,14.8,76,78,89,89,3.33,8,XMLPortalService,Silver
216.27,52,5.4,52,67,67,77,88.1,2,OECD.Stat_x0020_SDMX_x0020_web_x0020_service,Silver
201.48,53,6.7,54,67,67,82,98.35,38,FlightHistoryService,Silver
122.93,93,16,98,60,100,74,12.5,67,SpamCheckerService,Bronze
179,79,2.8,79,73,89,80,29.75,7,RNAhybridImplementationService,Silver
206,83,18.1,84,83,89,91,25,9,HDSaldo,Silver
223.67,63,5.1,63,73,89,75,20.67,40,emastService,Silver
420.67,63,9.2,63,80,100,87,91.34,42,CheckAuthorizationService,Platinum
312.5,21,3.1,22,42,100,72,25.9,89,flights,Gold
538,97,15.8,99,58,89,75,9,6,ContactServiceNoHeader,Platinum
128.06,62,3.3,62,73,89,84,10.56,4,Afstandsberegner,Bronze
164.8,99,5,100,73,100,84,4.2,87,Tiscali_x0020_Security_x0020_Services,Silver
163,91,33.2,97,73,100,84,1,6,WorldTimeService,Silver
133.21,55,8,56,60,67,79,10.42,88,ePrecis,Bronze
178,86,20.2,86,73,89,84,2,3,SOAPService,Silver
217.5,78,9.5,78,73,89,80,55.25,9,GeoIPService,Silver
258.5,78,10.7,78,73,89,84,2.25,5,WaterService,Gold
1035,71,8.4,72,73,78,88,6,11,FlightInformation,Platinum
635.86,86,6.8,95,80,100,86,3.72,2,HTTService,Platinum
332,97,10.4,99,80,100,86,2.29,5,HTTService,Gold
432,86,8.8,95,80,100,86,1.29,5,HTTService,Platinum
225.87,25,6.1,26,67,89,72,22,31,ITempConverterservice,Silver
273.85,87,1.8,95,60,78,72,0.93,66,FindService,Gold
103,93,34.2,98,67,100,85,2,7,codcmpService,Bronze
295.89,61,6.3,61,73,89,80,102.17,11,e2gImplementationService,Gold
412.5,72,5.9,72,73,100,84,5,8,Wordml2latexService,Platinum
165,83,9.7,84,73,89,75,23,2,WSMafftService,Silver
145,83,8.9,84,73,89,75,11,7,TimeService,Silver
336,88,2.3,89,73,78,62,236,91,Random Quote,Gold
113.5,72,17.2,72,50,78,77,2.5,5,GeoCodeSrvService,Bronze
82,83,38.7,84,80,89,57,2,3,EmptySA,Bronze
89,83,40.4,84,78,89,89,3,3,EncryptPointService,Bronze
82,83,41.2,84,67,89,77,2,10,SIMS,Bronze
183.28,57,7.3,59,67,89,77,35.5,2,AddressBookService,Silver
184.74,62,7.9,62,67,67,77,19.3,10,WhoisService,Silver
1019.75,99,4.5,97,73,100,84,868.25,32,zipinfo,Platinum
148.33,89,1.2,89,73,78,80,69,38,WarrantyClaimWebService,Silver
114,86,17.9,86,73,89,84,3,8,XWeb1003Port,Bronze
440.75,89,1.3,96,73,78,84,13,11,muller,Platinum
570.5,99,8.3,99,67,100,83,484,3,MarketData,Platinum
799,99,14.4,95,58,89,80,723,3,chipsService,Platinum
1177.5,98,2.5,98,80,89,83,1083,3,CommandService,Platinum
765.5,99,4.4,96,80,89,83,560.5,5,CommandService,Platinum
517,83,14.5,84,83,89,91,375,12,IOHandler,Platinum
1122,51,3.3,51,73,78,84,1032.6,10,generate_login_token,Platinum
960.29,32,3.1,33,60,78,79,865.29,2,Photoserver,Platinum
626.75,66,4.3,67,73,78,84,482.75,4,FuelPricingServices,Platinum
1146,34,1.7,35,67,78,82,1054.64,12,LitteratursidenServices,Platinum
124.33,94,7.1,98,73,78,84,10,10,newcpgseekService,Bronze
376.64,100,7.3,100,67,100,82,3.28,83,ITempConverterservice,Platinum
221.75,78,9.2,78,73,67,84,82.75,42,biosedService,Silver
500.71,92,2.2,93,67,89,58,233.85,86,CRA_clima_GSRad,Platinum
667.11,38,2.1,38,73,89,75,82,39,abiviewService,Platinum
128.33,94,4.5,98,73,100,80,26.33,3,FlightHistoryService,Bronze
128.5,86,6.4,86,73,67,84,88,32,RecommendationService,Bronze
196,88,9.8,96,73,78,84,37,8,MobileSoapServerService,Silver
199,94,10.1,98,73,78,84,39,5,MobileSoapServerService,Silver
192,83,24,84,83,89,91,8,67,registeronline,Silver
189.5,72,14.9,72,83,89,91,7.5,56,ExceptionCollectionService,Silver
223.5,72,11.9,72,73,89,75,8,65,ExceptionCollectionService,Silver
236.67,63,6.4,63,53,89,66,8.67,67,LanguagesService,Gold
275,83,23.6,84,83,89,91,4,5,needleService,Gold
333,83,21.9,84,83,89,91,7,12,bananaService,Gold
298,83,26.5,84,83,89,91,3,4,XigniteNote,Gold
150,94,7.8,98,73,78,84,8.33,5,newcpgseekService,Silver
222,73,6.8,74,73,89,80,84.67,9,WarrantyClaimWebService,Silver
65,99,31.6,100,80,89,65,21,42,IWebAPIService,Bronze
98.33,99,5.5,100,73,100,80,46.66,67,Fasta,Bronze
63.8,99,18.1,100,73,78,84,1.8,95,nalennd,Bronze
49.5,85,1.8,95,67,78,72,1.5,34,Beheer,Bronze
56.2,97,22.5,99,67,78,72,7,78,MAGGIE,Bronze
126,99,2.4,100,73,78,84,2,94,Northwind,Bronze
51.5,100,1.8,100,73,78,80,2,32,BNPrice,Bronze
64.4,95,4.1,99,73,100,80,9,39,Service,Bronze
51.67,98,0.8,100,73,78,84,0.67,38,SplitsTreeImplementationService,Bronze
3321.4,89,1.4,96,73,78,80,2.6,96,CodeGenerator,Platinum
495,83,18,84,72,78,86,221,5,Validator,Platinum
361.33,63,7.6,63,83,89,91,11.66,39,tranalignService,Platinum
211,83,13.7,84,67,89,72,28,38,ServiceOverviewService,Silver
878.5,67,4,68,73,78,87,5.75,10,CB_CH,Platinum
932,67,3.9,68,73,78,87,5.75,10,CB_CH,Platinum
149.67,86,11.2,95,73,100,84,82,3,prophecyService,Silver
599,85,10.3,95,73,78,84,2,35,IAddress2service,Platinum
191,84,5.4,84,53,89,66,97,2,AWSMechanicalTurkRequester,Silver
53,97,11.6,99,73,78,84,2,38,ExampleService,Bronze
268,83,17.2,84,67,89,72,37,11,WSUser,Gold
1235,88,3.6,96,42,89,62,10.17,10,OddFactWebService,Platinum
169,96,12.2,96,50,89,66,9.83,11,OddFactWebService,Silver
143.67,93,11.2,93,80,78,78,17,9,maskfeatService,Silver
3582.8,99,2,99,80,78,83,31.6,95,protein_2d_structure__hmomentService,Platinum
66,83,36.1,84,78,89,89,3,11,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
351,83,17,84,83,89,91,13,63,flights,Platinum
378,83,17.8,84,83,89,91,15,59,IClientDataservice,Platinum
246,86,8,86,73,78,80,74.5,91,EMEP_SERVER,Gold
42.5,72,13.2,72,73,78,84,2,12,RouteCalSrv2Service,Bronze
174.17,88,13.7,96,73,78,84,18.84,5,PartnerServices,Silver
96,83,21.8,84,67,89,72,4,4,AmbitServiceService,Bronze
186.25,87,4.1,96,73,100,80,14.75,57,Authentication,Silver
262.5,86,4.2,95,73,100,80,17.25,65,Authentication,Gold
508.94,96,6.7,99,67,100,77,14.63,66,dConverterSOAP,Platinum
246.25,88,6.3,96,73,100,80,17,58,Authentication,Gold
269.38,99,9,100,67,100,72,39.88,65,dConverterSOAP,Gold
330.19,92,8.6,97,67,100,77,17.13,64,dConverterSOAP,Gold
142.5,93,4.4,98,73,78,84,26.75,95,Tools,Silver
464.62,40,3.6,40,78,78,89,16.12,6,UDDIBusinessFinder,Platinum
765,99,16.5,100,73,100,80,6,90,EmptySA,Platinum
252.33,100,10.8,100,50,100,62,6.44,5,pepcoilService,Gold
97.04,94,11.9,98,67,78,77,39.12,58,SchemaWeb,Bronze
170.67,96,2.6,99,73,89,84,34,90,checkidService,Silver
3625.06,64,1.3,65,73,78,80,3.94,3,SessionService1,Platinum
182.33,100,11.6,100,73,100,84,63.33,91,MathService,Silver
312.67,63,8.6,63,83,89,91,40.34,12,flights,Gold
182.57,43,5.3,43,83,89,91,9.28,9,flights,Silver
124.38,87,15.8,95,73,78,84,0.88,91,erez2,Bronze
282.43,85,12.4,95,73,78,84,10.43,96,XCShopService,Gold
413.62,99,8.9,100,80,89,83,2,7,svcAMBatchService,Platinum
404,83,15,84,67,89,72,6,36,PDCWebService,Platinum
260.69,78,4.7,78,67,78,84,27.46,5,showmyip_lookup,Gold
2175.17,47,2.3,48,73,100,84,1.84,5,RandomPlayer,Platinum
963,95,11.1,98,58,100,57,6,5,ErrorReporter,Platinum
1084.5,85,7.3,95,58,100,57,6.5,5,Wsession,Platinum
380.83,91,6.6,91,73,78,80,163.5,9,pregService,Platinum
412.25,89,6.1,89,73,89,62,195.75,97,WhoisService,Platinum
1306,73,1.2,74,73,89,75,259.5,12,MAPPResults,Platinum
358,83,16.8,84,83,89,93,5,8,ConnectiqueService,Platinum
465,83,9.1,84,83,89,93,63,10,ConnectiqueService,Platinum
193.36,51,8,51,67,67,82,74.52,8,WSCUVocal,Silver
100,99,19.8,100,73,100,84,30.5,2,JExamInfoServiceService,Bronze
299.36,99,9.7,100,67,100,77,0.93,7,chipsService,Gold
114.67,93,10.8,98,73,78,84,6,6,newcpgseekService,Bronze
210.25,78,8.8,78,67,89,72,54.75,8,eSynapsFeed,Silver
532.75,78,5.5,78,67,89,72,26,7,eSynapsFeed,Platinum
241.5,78,7.7,79,67,89,72,71.5,10,eSynapsFeed,Gold
186,78,11.4,78,67,89,72,37.5,3,eSynapsFeed,Silver
599,92,3.6,97,67,89,72,9.67,10,EMEP_SERVER,Platinum
91.5,86,17.2,86,73,89,84,5,88,WarrantyClaimWebService,Bronze
69,83,23.4,84,78,89,89,2,6,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
64,83,24.7,84,78,89,89,3,1,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
120.83,64,5.4,65,73,89,75,69.16,2,SpatialQuery,Bronze
193.33,94,4.3,98,83,89,91,123.22,11,TransportService,Silver
70.75,56,8.3,56,83,89,91,7.5,11,UofA,Bronze
75.25,56,8,56,83,89,91,20.5,12,WSNCBIBlastService,Bronze
62.75,56,7.8,56,83,89,91,2.25,10,WSFastaService,Bronze
3055,56,2.4,57,83,89,91,2.75,3,skipseqService,Platinum
105.5,56,9.4,56,83,89,91,33.25,2,NetToolsService,Bronze
323.5,56,10.5,56,83,89,91,14,2,Registre,Gold
104.6,51,6.7,51,83,89,91,24.2,9,extractfeatService,Bronze
111,56,13.8,56,83,89,91,6,2,InteropTestExtensibility,Bronze
123,96,14.6,99,83,89,91,68.5,6,DictionaryManager,Bronze
146.83,85,2.1,95,83,89,91,95.58,7,s_news,Silver
1918.4,51,3,52,83,89,91,31.8,7,rt_info,Platinum
137.81,63,2.5,64,73,89,84,11.12,92,WSInterProScanService,Bronze
164.5,72,12.5,72,73,100,84,5.5,5,BCHService,Silver
183.42,92,11,97,60,89,79,32.58,88,XWeb1003Port,Silver
128.8,98,11.6,97,73,100,84,4.39,2,AreaService,Bronze
65,83,24.3,84,78,89,89,4,4,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
146,91,1.9,97,67,78,72,12.6,3,ndfdXML,Silver
141,90,1.9,96,67,78,72,25,3,Celsius42,Bronze
146,93,5.9,98,67,78,72,24,3,GlimmermService,Silver
182,92,15.7,97,67,78,72,54,11,textsearchService,Silver
163,90,3.3,97,67,78,72,25,1,JgluService,Silver
144.5,96,22.3,99,67,78,72,19.5,6,InteropTestExtensibility,Silver
198,96,14.7,99,67,78,72,50,10,SearchNajdiSi,Silver
69.71,89,3.5,96,80,100,83,0.42,11,VocabularyTermsService,Bronze
127.2,94,20.3,98,73,78,84,15.8,3,DailyDilbert,Bronze
335.5,78,3.6,79,73,78,80,81,8,TWS-DR,Gold
77,83,33.3,84,78,89,89,3,11,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
109,99,30.7,100,67,100,82,1,40,ComputeDateTimeSpan,Bronze
108,83,23.4,84,80,100,87,3,7,DailyHoro,Bronze
289,86,0.4,87,80,100,87,1,2,DailyHoro,Gold
173,86,13.2,95,73,78,84,3,7,Chemistry,Silver
112.75,78,6,78,73,78,84,1.75,7,registeronline,Bronze
195,83,34.7,84,80,78,83,107,6,HitCounter,Silver
185,83,33.7,84,80,78,83,1,10,HitCounter,Silver
181,83,30.6,84,80,78,83,94,7,HitCounter,Silver
112,83,37.7,84,73,78,75,1,3,wsTravelService,Bronze
82,83,35.9,84,73,78,75,2,3,wsTravelService,Bronze
190,83,33.2,84,80,89,83,1,7,HitCounter,Silver
124.67,89,2.1,96,73,78,62,39,6,GeoIPService,Bronze
396,72,6.7,72,67,89,72,10,93,ciselniky,Platinum
580.5,72,4.4,72,67,89,72,19,40,ciselniky,Platinum
104,90,3.4,96,80,78,87,39,87,DocumentManager,Bronze
102.5,96,3.2,99,80,78,87,42.5,95,DocumentManager,Bronze
81.5,89,15,96,73,100,84,1,37,MapService,Bronze
150.5,42,0.1,42,73,89,80,0.88,1,Testtool,Silver
164,86,3.4,95,73,78,84,54.5,96,JIPComuniService,Silver
512,93,10.4,98,73,78,84,64,38,DMReporting,Platinum
1391.5,89,3.4,96,73,78,84,45.5,89,News,Platinum
1691.75,100,1,100,73,78,84,1.25,9,edit__descseqService,Platinum
172,98,6.1,99,73,78,84,1,37,GeoCode_Service,Silver
285,85,4.2,95,73,78,84,96,38,SpamCheckerService,Gold
641.5,96,4.4,99,73,78,84,33.5,87,IPHelpers,Platinum
846,87,6.8,96,73,78,84,20.2,94,RestrictedCheckTickets,Platinum
143,99,16.6,100,73,78,84,42,94,AWSECommerceService,Silver
1936.5,93,3.4,98,73,78,84,39,93,Primary,Platinum
3071.5,90,1.4,97,80,78,87,19.75,38,addressMeister.comService,Platinum
201.5,99,1,100,73,78,84,46,32,IRomanservice,Silver
252,92,13.1,97,80,78,87,1,39,SearchMusicTeachers,Gold
706,86,3.2,95,73,78,84,15.5,31,TWebService1,Platinum
3150,98,2.9,100,73,78,84,31,93,JIPComuniService,Platinum
2967,90,5.1,97,73,78,84,41,32,DMReporting,Platinum
1479,96,7.5,99,73,78,84,2,40,DocApi,Platinum
2561.33,87,1.2,96,67,78,72,28,40,IMSIVORY,Platinum
132,89,5,96,73,78,84,4,3,DataTypes,Bronze
215,98,1.6,100,73,78,84,3,9,DataEnhancement,Silver
905,96,1.6,99,73,78,84,3,4,ASPNLexer,Platinum
2482,94,5.6,98,73,78,84,2,10,PolicyDocuments,Platinum
470,94,12.4,98,73,78,84,1,5,dbEMSW2,Platinum
140,95,16.4,98,73,78,84,34,38,QuoteMachine,Bronze
648,92,0.6,97,73,78,84,3,34,HomeworkService,Platinum
331.5,88,4.6,96,73,78,84,29.5,96,Primary,Gold
163,96,16.2,99,73,78,84,12.25,86,XigniteNote,Silver
2187.5,97,0.9,99,80,78,87,23.25,36,addressMeister.comService,Platinum
2511,98,6,100,73,78,84,29,42,XmlTracking,Platinum
1840,90,8.7,97,73,78,80,26,39,IWebAPIService,Platinum
1939,99,6.9,100,73,78,84,1,42,VbidasService,Platinum
329.5,92,3.6,97,73,78,84,13,33,TWebService1,Gold
500,97,10.1,99,73,78,84,1,33,SHUAAIndices,Platinum
149,94,16.7,98,73,78,84,36,42,ClusterfastaService,Silver
119.33,86,1.2,95,73,78,84,1.66,6,Euro42,Bronze
137.33,61,8.7,61,73,67,80,27.61,80,AWSECommerceService,Bronze
251.07,56,5.2,58,73,67,80,133.43,31,checkVatService,Gold
223.5,86,15.7,95,73,100,84,37.5,6,XigniteNote,Silver
127,90,23.1,96,67,100,83,9,10,MarketData,Bronze
439,86,16.5,95,58,100,80,2,5,chipsService,Platinum
109,93,29.9,98,83,89,91,3,4,IOHandler,Bronze
176.25,89,7.1,90,80,89,83,39.5,10,CommandService,Silver
123,99,7.5,100,80,89,83,2.5,7,CommandService,Bronze
108,92,25.1,97,73,67,84,2,1,CommandService,Bronze
122,99,34.3,100,73,78,84,8,12,EmailAddressValidator,Bronze
127.5,98,12.4,100,73,89,75,11,9,FuelPricingServices,Bronze
141.5,93,17.6,98,67,100,83,12,10,MarketData,Bronze
118,92,27.4,97,58,100,80,3,9,chipsService,Bronze
166,89,7,90,80,89,83,43.75,9,CommandService,Silver
134.75,96,7.5,99,80,89,83,2.5,8,CommandService,Bronze
109,90,24.1,97,73,67,84,2,10,CommandService,Bronze
108,93,30,98,73,67,84,2,8,CommandService,Bronze
121,98,22.3,99,73,100,84,3,9,KEGG,Bronze
126.25,91,12.2,97,73,89,75,10,12,FuelPricingServices,Bronze
215.5,95,3.6,95,78,50,89,15,11,Postcode_x0020_Finder,Silver
213,91,9.4,97,73,100,80,3.67,11,CityLocations,Silver
270.5,95,19.1,98,78,89,89,4.5,2,WahooScoresService,Gold
220.75,56,6.3,57,58,78,80,57.25,16,iMobilWS,Silver
425,56,6.1,56,58,78,80,10,10,iMobilWS,Platinum
328.5,46,4.1,47,73,78,84,14,11,iMobilWS,Gold
226,85,9.3,95,60,100,69,67,9,infoalignService,Silver
102,86,17.3,86,80,89,87,59.5,92,AccountManagement,Bronze
338.2,99,5.6,100,73,100,80,46,4,wobbleService,Gold
194,72,14.1,72,83,89,91,6.5,11,rbac_serverService,Silver
67.25,56,15.5,56,78,89,89,4,10,MetadbSearchService,Bronze
70.86,42,7.6,43,78,89,89,3.43,6,VilibidVilibor,Bronze
194,56,10.5,56,78,89,89,72,5,MetadbSearchService,Silver
68.57,43,4.4,43,78,89,89,2.86,8,VilibidVilibor,Bronze
